Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1566162000.0 300.0 71 179 408 0 NA NA NA 151 574 722 0 NA NA NA 1685 1343 3545 1997 NA NA NA 2799 1381 3764 2919 NA NA NA
1566162000.0 302.0 68 170 404 0 NA NA NA 148 619 729 0 NA NA NA 1438 1752 3770 1992 NA NA NA 2095 1962 3725 2514 NA NA NA
1566162000.0 31.0 NA 136 287 0 NA NA NA NA 592 618 0 NA NA NA NA 3223 5014 977 NA NA NA NA 1875 4883 1315 NA NA NA
1566162000.0 34.0 97 108 286 0 NA NA NA 207 584 602 0 NA NA NA 5172 1095 3057 895 NA NA NA 3066 791 3366 1255 NA NA NA
1566162000.0 36.0 NA 125 305 0 NA NA NA NA 589 636 0 NA NA NA NA 2347 9022 610 NA NA NA NA 1941 3852 788 NA NA NA
1566162000.0 4.22 NA 169 67 67 0 NA NA NA 266 127 133 0 NA NA NA 883 422 409 269 NA NA NA 1690 671 753 652 NA NA
1566162000.0 4.27 NA 52 312 0 NA NA NA NA 115 646 0 NA NA NA NA 675 6779 1230 NA NA NA NA 1235 6119 1421 NA NA NA
1566162000.0 4.28 NA 59 307 0 NA NA NA NA 120 554 0 NA NA NA NA 295 3203 2577 NA NA NA NA 496 4391 2944 NA NA NA
1566162000.0 4.45 NA 33 333 0 NA NA NA NA 94 659 0 NA NA NA NA 381 11233 1242 NA NA NA NA 553 6453 1899 NA NA NA
1566162000.0 4.54 NA 32 337 0 NA NA NA NA 93 686 0 NA NA NA NA 382 10797 1120 NA NA NA NA 924 6618 1341 NA NA NA
1566162000.0 4.55 NA 30 335 0 NA NA NA NA 95 670 0 NA NA NA NA 468 13655 996 NA NA NA NA 677 7386 1288 NA NA NA
1566162000.0 4.63 NA 38 331 0 NA NA NA NA 94 651 0 NA NA NA NA 323 12774 1054 NA NA NA NA 576 7155 1287 NA NA NA
1566162000.0 4.64 NA 35 332 0 NA NA NA NA 95 664 0 NA NA NA NA 389 11617 981 NA NA NA NA 518 6628 1158 NA NA NA
1566162000.0 4.65 NA 38 346 0 NA NA NA NA 93 683 0 NA NA NA NA 379 16569 1255 NA NA NA NA 615 8208 1884 NA NA NA
1566162000.0 4.68 NA 41 326 0 NA NA NA NA 112 669 0 NA NA NA NA 555 10610 975 NA NA NA NA 938 6724 1209 NA NA NA
1566162000.0 4.76 NA 54 333 0 NA NA NA NA 122 652 0 NA NA NA NA 645 12910 1023 NA NA NA NA 841 7308 1217 NA NA NA
